Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21
2016-01-17,48,19.3,36.3,0.0,14.8,13.3,E,NE,17.0,20.0,20.0,8.0,1017.2,1013.5,,,27.4,35.1,No,No
2016-01-19,48,26.6,42.1,0.0,13.6,5.4,NNE,NNW,26.0,20.0,20.0,18.0,1010.8,1006.9,2.0,4.0,31.7,39.2,No,No
2016-01-29,48,16.7,27.3,0.0,16.0,12.3,SSW,WSW,30.0,39.0,50.0,23.0,1011.5,1008.3,1.0,1.0,17.6,25.0,No,No
2016-01-30,48,13.8,26.6,0.0,14.4,12.5,SW,S,39.0,31.0,58.0,30.0,1008.2,1006.7,,,16.8,23.9,No,No
2016-02-13,48,21.7,41.7,0.0,15.1,12.9,SSE,W,19.0,11.0,19.0,4.0,1011.9,1008.8,,,27.5,40.0,No,No
2016-02-16,48,16.2,28.7,0.0,12.4,12.7,S,SSE,28.0,28.0,63.0,31.0,1018.9,1016.5,1.0,0.0,18.7,26.3,No,No
2016-02-20,48,17.5,33.3,0.0,13.6,12.3,SSE,SE,28.0,20.0,56.0,25.0,1018.7,1016.4,,,20.3,31.4,No,No
2016-02-25,48,22.7,31.5,0.0,11.4,10.8,S,SW,22.0,28.0,66.0,37.0,1014.1,1014.8,3.0,0.0,24.2,30.1,No,No
2016-03-10,48,22.4,31.9,6.4,0.5,7.0,ESE,SE,13.0,11.0,94.0,51.0,1015.3,1013.4,8.0,,23.2,30.9,Yes,No
2016-03-30,48,11.8,24.1,0.0,8.4,9.9,SSE,SSW,20.0,13.0,57.0,25.0,1024.3,1021.7,0.0,0.0,14.6,22.5,No,No
2016-04-01,48,14.0,32.4,0.0,8.6,11.1,N,NW,13.0,19.0,36.0,13.0,1017.0,1013.7,,,18.3,30.8,No,No
2016-04-15,48,14.4,29.3,0.0,6.0,9.8,SSE,S,7.0,22.0,30.0,16.0,1022.2,1019.1,7.0,6.0,20.1,28.3,No,No
2016-04-29,48,20.0,26.4,0.0,12.0,2.6,N,NW,24.0,19.0,51.0,43.0,1013.4,1011.6,5.0,1.0,21.2,26.1,No,No
2016-05-16,48,14.3,28.0,0.0,4.0,7.8,N,SW,17.0,26.0,40.0,17.0,1018.3,1016.0,1.0,,19.4,26.6,No,No
2016-05-21,48,12.0,24.6,0.0,4.2,6.6,NNE,N,13.0,26.0,52.0,26.0,1020.4,1014.3,6.0,4.0,15.6,23.9,No,No
2016-05-29,48,6.4,19.7,0.0,2.8,9.4,NE,N,13.0,20.0,79.0,32.0,1019.4,1016.6,2.0,3.0,11.3,19.0,No,No
2016-06-03,48,7.2,19.2,0.0,2.2,,SSW,SSW,4.0,17.0,71.0,33.0,1021.9,1018.5,1.0,6.0,11.8,18.7,No,No
2016-06-12,48,6.5,16.4,0.0,2.4,,ESE,E,17.0,13.0,83.0,38.0,1036.8,1032.9,0.0,0.0,9.3,15.8,No,No
2016-07-02,48,6.9,16.8,0.0,2.0,,ESE,ENE,11.0,4.0,72.0,43.0,1031.6,1029.0,6.0,1.0,10.6,16.4,No,No
2016-07-15,48,2.0,15.7,0.0,,,ENE,NNE,7.0,4.0,61.0,32.0,1034.0,1030.9,,,7.8,15.1,No,No
2016-07-30,48,8.4,21.8,0.0,4.6,,N,NNW,19.0,33.0,53.0,21.0,1021.7,1016.9,7.0,,11.5,21.4,No,No
2016-08-08,48,8.1,24.6,0.0,5.4,,NNE,N,20.0,30.0,39.0,16.0,1020.7,1016.2,0.0,,13.5,23.8,No,No
2016-08-23,48,6.0,17.8,0.0,3.8,,E,SE,9.0,19.0,64.0,26.0,1016.3,1013.2,4.0,,9.9,16.7,No,No
2016-09-09,48,10.2,18.2,12.0,5.0,,SW,SW,41.0,35.0,66.0,43.0,1019.1,1017.9,7.0,,12.2,16.8,Yes,No
2016-09-22,48,5.9,18.6,0.0,4.6,,E,N,15.0,9.0,60.0,35.0,1022.6,1018.1,1.0,,11.9,17.4,No,No
2016-10-04,48,7.3,23.2,0.0,7.4,,WNW,WSW,31.0,37.0,49.0,28.0,1015.6,1015.4,0.0,1.0,14.6,22.5,No,No
2016-11-08,48,13.3,25.7,0.0,12.8,,S,SSW,31.0,26.0,50.0,18.0,1011.9,1009.1,5.0,,15.9,24.2,No,No
2016-11-15,48,10.0,27.2,0.0,12.0,0.0,SE,SSW,19.0,11.0,56.0,22.0,1022.5,1019.3,1.0,,15.6,24.8,No,No
2016-12-14,48,21.1,27.4,0.0,18.6,,SE,SSE,35.0,28.0,65.0,57.0,1009.9,1010.3,7.0,7.0,21.6,24.6,No,Yes
2017-01-13,48,23.6,26.4,1.6,,,SSW,SSW,26.0,24.0,93.0,99.0,1001.7,1005.1,7.0,8.0,24.0,23.4,Yes,Yes
2017-01-20,48,22.1,27.6,11.0,,,SSW,S,35.0,26.0,82.0,58.0,1003.8,1006.8,5.0,2.0,22.8,25.4,Yes,No
2017-01-31,48,22.6,30.8,0.0,,0.0,SSE,S,28.0,30.0,73.0,53.0,1012.2,1011.3,6.0,8.0,23.7,27.9,No,No
2017-02-08,48,22.3,46.1,0.0,4.8,,ENE,N,26.0,24.0,35.0,12.0,1009.0,1006.4,1.0,1.0,32.9,44.5,No,No
2017-02-17,48,18.1,29.8,0.0,11.4,,S,SSW,28.0,31.0,59.0,27.0,1013.0,1012.0,6.0,,19.8,27.2,No,No
2017-03-20,48,22.9,38.1,0.0,9.6,,ESE,WSW,17.0,17.0,31.0,14.0,1010.0,1007.5,1.0,,26.0,36.4,No,No
2017-03-22,48,16.9,30.7,0.0,16.0,0.0,S,SE,15.0,15.0,75.0,38.0,1014.9,1012.4,0.0,,20.9,28.8,No,No
2017-03-25,48,22.1,38.1,0.0,10.0,,SSE,SSW,17.0,17.0,44.0,18.0,1012.2,1009.9,2.0,,25.5,36.8,No,No
2017-03-29,48,14.6,28.7,0.0,8.0,,S,SW,15.0,31.0,55.0,26.0,1013.6,1012.4,2.0,,18.8,27.5,No,No
2017-04-02,48,12.9,23.8,0.0,8.2,,SE,S,28.0,20.0,47.0,31.0,1028.5,1024.9,1.0,,17.1,22.9,No,No
2017-04-08,48,15.9,34.1,0.0,8.6,,N,WSW,19.0,26.0,25.0,11.0,1017.3,1013.8,2.0,,25.5,32.8,No,No
2017-04-18,48,19.1,33.1,0.0,7.4,,ESE,ENE,17.0,22.0,25.0,16.0,1019.8,1016.0,7.0,3.0,24.1,31.3,No,No
2017-05-09,48,5.6,19.3,0.0,5.0,,E,SSE,17.0,9.0,58.0,28.0,1027.8,1024.4,0.0,,11.4,18.5,No,No
2017-05-16,48,13.9,23.1,0.0,8.2,,NNE,N,26.0,37.0,32.0,21.0,1013.1,1008.1,7.0,8.0,17.0,22.8,No,Yes
2008-12-09,1,10.8,19.4,0.0,4.4,7.4,NNW,SSE,6.0,13.0,71.0,66.0,1010.5,1010.3,2.0,6.0,17.0,17.8,No,Yes
2008-12-12,1,14.6,21.0,0.2,6.2,8.7,SW,SW,17.0,30.0,72.0,64.0,1018.1,1016.6,8.0,1.0,17.7,19.6,No,No
2008-12-30,1,16.5,21.0,0.0,7.2,9.6,ESE,ESE,6.0,20.0,76.0,77.0,1018.1,1014.4,8.0,1.0,18.4,20.5,No,No
2009-01-04,1,15.0,24.0,0.0,7.2,13.3,WSW,ESE,2.0,17.0,77.0,53.0,1020.2,1017.7,2.0,0.0,19.5,24.0,No,No
2009-01-11,1,15.5,28.3,0.0,7.4,13.5,NNE,ESE,7.0,26.0,73.0,71.0,1012.4,1006.4,2.0,1.0,21.2,24.5,No,No
2009-01-22,1,17.6,22.7,1.2,8.4,11.2,WSW,WSW,30.0,37.0,74.0,69.0,1011.5,1009.9,5.0,1.0,19.5,21.8,Yes,Yes
2009-01-27,1,16.9,21.0,0.8,6.8,1.0,ESE,E,19.0,20.0,73.0,63.0,1012.9,1011.5,8.0,8.0,19.4,20.1,No,No
2009-02-07,1,14.0,18.8,2.4,8.4,9.9,WSW,SW,31.0,26.0,61.0,58.0,1014.1,1016.6,7.0,5.0,17.0,18.0,Yes,No
2009-02-08,1,,21.2,0.0,5.8,10.6,E,ESE,6.0,20.0,60.0,54.0,1023.3,1022.6,7.0,3.0,17.8,20.0,No,No
2009-02-12,1,19.0,34.5,0.0,12.4,3.9,NE,WSW,9.0,19.0,28.0,50.0,1008.4,1008.3,5.0,7.0,28.8,25.4,No,No
2009-03-26,1,11.8,22.8,0.0,4.0,11.1,NNE,ESE,6.0,26.0,83.0,62.0,1025.9,1021.9,4.0,0.0,14.5,21.5,No,No
2009-04-02,1,9.2,19.1,0.0,3.8,5.7,NNW,SW,15.0,24.0,57.0,67.0,1025.2,1025.6,1.0,7.0,14.9,17.0,No,No
2009-04-12,1,18.9,20.6,0.2,2.0,4.2,E,ENE,24.0,26.0,80.0,80.0,1023.6,1021.6,8.0,7.0,19.5,19.5,No,No
2009-04-15,1,14.3,18.0,0.0,4.0,7.0,W,WSW,2.0,13.0,63.0,59.0,1022.3,1019.7,8.0,5.0,15.3,17.2,No,No
2009-04-19,1,16.5,24.0,1.0,4.0,10.5,E,ESE,4.0,22.0,68.0,74.0,1017.4,1014.0,0.0,0.0,20.0,22.0,No,No
2009-04-25,1,14.5,19.0,4.8,3.8,9.3,SW,WSW,28.0,26.0,79.0,70.0,1022.1,1021.5,6.0,6.0,17.8,18.5,Yes,Yes
2009-05-22,1,8.6,14.8,5.4,3.6,1.0,WNW,NW,7.0,11.0,80.0,90.0,994.9,995.7,7.0,8.0,10.8,10.0,Yes,Yes
2009-05-27,1,11.4,19.5,0.0,2.2,7.1,NE,N,7.0,20.0,72.0,93.0,1023.3,1020.7,5.0,5.0,13.2,12.6,No,No
2009-06-27,1,10.0,16.0,0.2,2.4,6.6,NE,NW,6.0,6.0,71.0,78.0,998.1,995.1,5.0,8.0,12.5,14.0,No,Yes
2009-07-01,1,8.9,14.8,14.4,1.4,6.5,WSW,WSW,41.0,33.0,76.0,57.0,1017.5,1020.5,7.0,5.0,13.2,14.5,Yes,No
2009-07-24,1,7.3,14.4,1.2,2.6,7.8,NNW,WNW,2.0,4.0,64.0,61.0,1020.8,1017.5,2.0,6.0,10.0,13.5,Yes,Yes
2009-07-27,1,10.0,17.6,0.6,2.4,3.8,NNW,WSW,6.0,7.0,79.0,65.0,1031.1,1029.7,7.0,5.0,11.5,14.7,No,No
2009-07-29,1,10.9,17.4,0.0,1.8,6.2,N,W,11.0,15.0,69.0,60.0,1033.4,1031.3,7.0,7.0,12.5,16.1,No,No
2009-08-03,1,10.5,18.4,0.0,1.0,6.5,NNW,WSW,6.0,17.0,88.0,75.0,1024.2,1021.5,4.0,6.0,12.8,17.0,No,No
2009-08-05,1,10.6,19.5,0.0,2.0,6.4,N,NNW,6.0,15.0,81.0,66.0,1012.0,1006.2,2.0,7.0,13.8,18.5,No,Yes
2009-08-13,1,12.0,20.5,0.0,2.8,9.3,N,NNW,22.0,11.0,79.0,52.0,1005.7,1001.2,2.0,3.0,15.0,20.0,No,Yes
2009-08-25,1,11.5,16.0,3.0,1.0,5.3,NNW,SSW,2.0,6.0,81.0,73.0,1024.4,1022.7,6.0,6.0,14.2,15.2,Yes,No
2009-08-28,1,9.5,12.0,20.4,4.6,1.7,WSW,SSW,2.0,26.0,94.0,67.0,1010.6,1012.3,8.0,6.0,10.2,11.8,Yes,Yes
2009-08-30,1,9.0,16.0,2.6,0.8,7.6,N,W,2.0,22.0,82.0,69.0,1026.4,1024.5,6.0,6.0,12.0,16.0,Yes,No
2009-09-23,1,12.0,18.2,0.4,3.0,9.9,N,N,24.0,30.0,68.0,69.0,1017.7,1016.7,5.0,1.0,16.2,16.0,No,Yes
2009-10-09,1,13.8,18.0,0.0,3.4,1.1,,SW,0.0,2.0,93.0,86.0,1014.1,1012.9,8.0,8.0,15.5,16.8,No,No
2009-10-16,1,8.7,18.3,0.0,4.0,12.4,NNE,E,6.0,26.0,67.0,69.0,1029.2,1025.9,3.0,1.0,16.0,16.9,No,No
2009-10-27,1,18.0,22.5,29.4,6.4,7.6,,,0.0,13.0,77.0,77.0,1013.3,1009.0,8.0,7.0,21.0,20.5,Yes,No
2009-10-31,1,13.0,16.5,0.0,4.2,3.6,NE,NE,17.0,43.0,79.0,68.0,1019.3,1020.6,8.0,8.0,15.0,15.0,No,No
2009-11-02,1,12.1,15.6,0.0,4.0,7.8,SE,SSE,13.0,19.0,57.0,63.0,1029.9,1028.0,7.0,6.0,13.4,14.1,No,No
2009-11-05,1,14.8,29.0,0.0,5.2,4.3,,,6.0,11.0,66.0,25.0,1014.2,1009.7,7.0,5.0,17.4,28.8,No,No
2009-11-14,1,15.0,25.1,0.0,5.8,11.9,SSW,SSW,19.0,39.0,57.0,77.0,1011.9,1011.7,6.0,6.0,21.0,20.5,No,No
2009-11-17,1,14.0,20.0,0.0,4.6,5.4,SSW,SSW,11.0,26.0,72.0,72.0,1008.1,1004.2,7.0,7.0,19.0,19.0,No,Yes
2009-12-01,1,12.4,22.6,0.0,5.6,9.2,W,WSW,11.0,41.0,57.0,76.0,1012.4,1013.7,2.0,7.0,20.0,17.5,No,No
2009-12-07,1,14.7,18.7,2.0,3.0,,N,SE,19.0,24.0,70.0,62.0,1022.9,1025.0,7.0,5.0,17.0,16.8,Yes,No
2009-12-19,1,16.6,21.9,0.0,8.2,11.8,SE,SE,19.0,28.0,71.0,75.0,1017.6,1015.8,5.0,4.0,20.8,20.2,No,No
2009-12-24,1,15.0,20.5,0.0,8.4,11.8,SW,SW,6.0,15.0,58.0,63.0,1021.0,1019.4,1.0,0.0,18.0,19.0,No,No
2009-12-29,1,18.6,26.9,1.2,9.4,0.2,N,N,6.0,6.0,86.0,62.0,1006.7,1003.2,8.0,8.0,21.0,26.5,Yes,No
2010-02-12,1,17.5,23.4,0.4,2.8,5.3,SSE,SSW,7.0,20.0,82.0,78.0,1017.7,1015.8,8.0,3.0,20.6,21.2,No,No
2010-02-15,1,16.3,24.2,0.0,8.0,10.2,ESE,S,19.0,19.0,84.0,83.0,1011.0,1009.3,1.0,6.0,21.8,22.8,No,No
2010-02-17,1,18.4,22.0,0.0,3.8,0.2,E,ESE,22.0,19.0,80.0,79.0,1019.5,1017.0,8.0,8.0,20.7,21.4,No,No
2010-02-23,1,17.2,23.2,0.0,6.6,12.1,ESE,W,13.0,20.0,76.0,69.0,1022.0,1020.2,2.0,1.0,21.8,22.5,No,No
2010-03-15,1,18.5,21.8,0.8,1.0,4.4,,W,0.0,31.0,91.0,69.0,1011.7,1010.7,7.0,5.0,20.8,21.0,No,No
2010-03-18,1,12.8,22.0,0.0,5.4,8.7,W,WSW,4.0,35.0,85.0,69.0,1020.5,1018.2,7.0,1.0,15.8,21.0,No,No
2010-03-31,1,15.2,18.4,0.8,5.6,0.0,S,SE,19.0,20.0,70.0,63.0,,1022.3,8.0,8.0,17.0,17.2,No,No
2010-04-05,1,12.0,20.0,1.6,3.4,10.3,NW,SW,6.0,26.0,84.0,68.0,1010.0,1008.2,5.0,3.0,16.5,19.8,Yes,No
2010-04-07,1,15.6,21.2,0.8,1.8,8.6,WSW,S,7.0,13.0,85.0,73.0,1015.6,1015.7,7.0,1.0,18.7,20.2,No,No
2010-04-16,1,13.8,20.5,0.0,2.8,9.6,NNW,SSW,6.0,19.0,84.0,71.0,1014.6,1014.5,1.0,3.0,17.8,20.0,No,No
2010-04-18,1,13.0,22.6,0.0,3.8,10.4,NE,E,17.0,31.0,79.0,68.0,1020.3,1015.7,1.0,3.0,17.5,20.8,No,No
2010-04-25,1,8.4,23.0,0.0,2.4,7.0,WSW,SW,4.0,19.0,81.0,64.0,1019.5,1015.4,7.0,1.0,12.1,20.0,No,Yes
2010-05-04,1,14.1,17.2,0.0,3.4,1.4,ESE,SSE,2.0,9.0,64.0,56.0,1028.7,1026.8,7.0,5.0,15.0,16.1,No,No
2010-05-07,1,11.5,21.6,0.6,0.6,9.4,NNW,S,4.0,9.0,93.0,72.0,1024.7,1021.4,5.0,0.0,14.6,20.0,No,No
2010-06-07,1,10.4,15.5,0.0,2.0,0.6,NNW,S,4.0,35.0,77.0,83.0,1023.6,1023.6,7.0,7.0,13.2,15.0,No,Yes
2010-06-09,1,10.1,14.6,0.4,1.8,0.4,NNW,ENE,4.0,6.0,79.0,63.0,1033.2,1030.1,8.0,8.0,11.5,14.0,No,No
2010-06-21,1,7.8,20.0,0.0,1.2,8.0,,SE,0.0,9.0,97.0,63.0,1021.8,1018.5,1.0,1.0,8.6,18.4,No,No
2010-06-25,1,5.5,16.0,2.6,1.4,9.4,NNW,W,7.0,6.0,70.0,53.0,1028.5,1025.4,1.0,2.0,8.2,15.1,Yes,No
2010-06-27,1,9.5,16.9,1.4,2.6,5.8,NW,WSW,4.0,30.0,92.0,69.0,1023.4,1022.3,7.0,6.0,10.8,15.5,Yes,Yes
2010-07-27,1,10.2,17.6,0.0,2.0,8.7,NNW,WSW,13.0,11.0,82.0,65.0,1016.7,1013.8,3.0,6.0,12.0,17.2,No,No
2010-07-30,1,7.8,17.4,5.2,3.4,6.5,WSW,ENE,4.0,7.0,86.0,71.0,1022.7,1021.9,1.0,7.0,10.5,16.0,Yes,Yes
2010-08-01,1,7.1,21.0,0.4,1.6,7.5,N,NW,4.0,6.0,96.0,52.0,1034.8,1032.1,1.0,3.0,8.8,18.8,No,No
2010-08-02,1,7.8,22.4,0.0,2.2,9.8,WSW,WNW,4.0,9.0,81.0,38.0,1031.1,1026.7,0.0,0.0,10.5,22.0,No,No
2010-08-05,1,10.4,18.6,0.0,1.6,4.0,NW,SW,9.0,33.0,73.0,82.0,1019.8,1018.7,4.0,7.0,14.9,15.3,No,Yes
2010-08-09,1,8.9,13.8,0.8,0.0,4.2,N,ESE,2.0,11.0,78.0,82.0,1030.4,1028.1,4.0,8.0,12.4,12.6,No,No
2010-08-23,1,7.4,14.4,0.2,2.2,2.3,NW,SSW,11.0,22.0,69.0,69.0,1018.4,1019.6,7.0,7.0,12.0,13.8,No,Yes
2010-09-02,1,8.6,15.7,1.4,2.8,5.4,WSW,ESE,6.0,15.0,85.0,65.0,1027.8,1026.2,7.0,6.0,11.8,15.0,Yes,No
2010-09-07,1,9.8,19.1,0.0,2.8,4.4,N,W,15.0,11.0,70.0,87.0,1004.9,1001.3,6.0,6.0,15.0,13.5,No,Yes
2010-09-10,1,9.2,15.8,0.0,2.6,0.0,NW,W,9.0,7.0,73.0,63.0,1021.0,1018.1,7.0,7.0,11.0,14.8,No,No
2010-09-17,1,11.8,16.3,0.0,3.4,6.6,ENE,E,19.0,24.0,50.0,62.0,1035.9,1034.2,7.0,5.0,14.8,15.0,No,No
2010-09-20,1,8.7,16.9,0.0,3.2,11.4,NNE,E,9.0,26.0,69.0,66.0,1035.5,1030.6,1.0,3.0,12.5,16.2,No,No
2010-10-06,1,12.5,16.2,0.6,3.0,10.2,SE,SSE,4.0,13.0,49.0,53.0,1031.0,1029.7,4.0,0.0,15.0,15.6,No,No
2010-10-08,1,9.8,28.3,0.0,6.2,11.4,NNE,SE,6.0,19.0,68.0,41.0,1021.9,1016.3,0.0,0.0,15.1,24.0,No,No
2010-11-07,1,12.2,19.0,0.2,5.4,10.3,W,SW,9.0,35.0,66.0,78.0,1016.0,1014.1,7.0,6.0,17.1,17.2,No,No
2010-11-16,1,15.6,19.8,0.0,4.0,12.3,ENE,SSE,6.0,9.0,60.0,65.0,1023.7,1020.8,1.0,1.0,18.0,19.0,No,No
2010-11-26,1,15.2,18.0,0.0,7.2,5.5,SSE,NNE,19.0,19.0,50.0,50.0,1022.6,1022.9,6.0,7.0,16.7,16.7,No,No
2010-11-30,1,16.3,35.8,0.0,7.6,12.9,NNW,SE,13.0,7.0,20.0,46.0,1009.6,1008.3,0.0,1.0,30.7,26.4,No,No
2010-12-20,1,16.2,19.8,0.0,6.8,0.0,E,E,26.0,30.0,69.0,70.0,1017.9,1015.3,8.0,7.0,18.3,19.2,No,No
2010-12-25,1,18.2,21.9,0.0,7.6,0.8,ESE,ESE,33.0,37.0,83.0,93.0,1019.4,1019.0,8.0,8.0,19.8,17.8,No,No
2011-01-04,1,19.2,30.8,0.0,7.6,8.0,SE,ESE,7.0,31.0,73.0,74.0,1012.7,1010.3,7.0,1.0,20.6,21.8,No,No
2011-01-06,1,16.8,21.8,15.4,8.6,12.0,,,,,58.0,58.0,1002.1,1001.6,6.0,3.0,20.4,20.4,Yes,No
2011-01-07,1,15.7,21.4,0.0,6.4,12.4,,,,,64.0,62.0,1005.5,1007.0,6.0,3.0,19.5,20.8,No,No
2011-01-16,1,13.3,23.4,0.0,4.6,12.0,SE,ESE,20.0,37.0,69.0,65.0,1019.0,1016.2,6.0,1.0,20.0,20.7,No,No
2011-01-25,1,13.1,20.9,10.8,2.0,7.3,WSW,SW,9.0,15.0,76.0,65.0,1012.5,1012.0,7.0,6.0,17.8,19.9,Yes,No
2011-02-05,1,16.6,19.4,0.0,5.8,5.1,SSE,SE,35.0,26.0,60.0,61.0,1024.0,1024.3,4.0,7.0,18.3,17.9,No,No
2011-02-24,1,19.8,24.4,0.0,7.0,8.9,,,22.0,30.0,85.0,78.0,1013.3,1010.1,8.0,3.0,21.2,22.8,No,No
2011-03-09,1,11.8,23.0,0.0,4.8,11.6,SW,SE,2.0,28.0,81.0,73.0,1018.3,1015.8,2.0,0.0,17.1,21.4,No,No
2011-03-16,1,17.6,23.5,0.0,6.6,5.9,SSE,SE,19.0,24.0,62.0,73.0,1019.5,1016.3,2.0,7.0,21.5,21.1,No,Yes
2011-05-09,1,14.4,19.4,0.8,3.6,7.8,SSW,S,9.0,17.0,68.0,60.0,1025.7,1026.4,4.0,2.0,17.8,18.8,No,No
2011-05-18,1,14.5,17.0,1.2,2.0,3.3,SSE,SE,19.0,13.0,66.0,58.0,1020.8,1020.5,4.0,8.0,16.2,16.0,Yes,No
2011-05-19,1,9.0,21.5,0.0,1.8,9.0,NNW,N,4.0,11.0,84.0,49.0,1021.9,1017.1,3.0,1.0,11.1,21.0,No,Yes
2011-05-24,1,12.1,18.6,0.8,1.2,2.7,WSW,SSE,2.0,6.0,81.0,77.0,1030.4,1027.9,6.0,6.0,14.8,17.6,No,No
2011-06-08,1,14.1,18.2,0.0,1.4,6.2,ENE,ENE,20.0,19.0,64.0,68.0,1031.9,1029.6,3.0,6.0,17.3,17.6,No,No
2011-06-16,1,10.8,16.3,6.8,3.8,4.1,NW,NNW,6.0,7.0,51.0,93.0,1020.7,1022.0,7.0,7.0,14.5,13.2,Yes,Yes
2011-06-18,1,13.0,18.6,0.0,1.6,5.0,NNW,W,9.0,31.0,70.0,62.0,1014.7,1013.4,7.0,6.0,16.0,17.1,No,Yes
2011-07-07,1,9.1,15.1,3.2,1.8,2.6,N,ESE,6.0,11.0,89.0,84.0,1033.5,1032.6,5.0,7.0,10.0,12.4,Yes,Yes
2011-07-19,1,4.5,18.2,0.0,1.2,7.9,N,N,6.0,7.0,73.0,60.0,1018.8,1015.3,1.0,2.0,11.4,16.8,No,No
2011-07-20,1,7.4,17.5,0.0,2.0,3.4,W,W,6.0,7.0,87.0,88.0,1015.5,1015.0,7.0,8.0,11.0,13.0,No,Yes
2011-07-26,1,10.5,19.5,8.2,0.8,4.9,NNW,W,9.0,6.0,77.0,62.0,1014.6,1013.5,7.0,4.0,14.6,18.4,Yes,No
2011-07-28,1,10.4,19.5,1.4,3.0,6.1,NNW,NW,15.0,15.0,68.0,59.0,993.7,995.0,7.0,7.0,17.0,17.8,Yes,Yes
2011-08-02,1,10.3,20.5,4.0,2.6,6.9,NW,W,11.0,19.0,80.0,66.0,1007.2,1002.0,2.0,7.0,14.8,19.4,Yes,Yes
2011-08-04,1,6.2,14.0,12.0,3.0,8.6,SSW,WSW,17.0,20.0,66.0,62.0,1023.8,1024.9,5.0,6.0,13.0,13.2,Yes,No
2011-08-10,1,5.8,16.2,8.8,1.8,7.5,,SE,0.0,7.0,83.0,75.0,1024.3,1022.2,5.0,5.0,11.4,15.4,Yes,No
2011-08-24,1,8.4,14.9,9.8,3.2,6.5,NW,SW,13.0,30.0,86.0,64.0,1021.8,1023.8,4.0,6.0,10.5,13.9,Yes,Yes
2011-08-25,1,8.1,17.1,3.8,1.0,5.4,NW,WNW,9.0,7.0,82.0,56.0,1028.7,1026.4,3.0,7.0,11.3,15.5,Yes,No
2011-08-31,1,12.0,19.3,0.0,2.4,6.5,W,WSW,2.0,28.0,87.0,80.0,1015.9,1013.4,6.0,6.0,14.4,17.8,No,No
2011-09-06,1,10.3,15.5,0.2,2.6,4.4,W,SW,6.0,30.0,75.0,72.0,1033.3,1031.3,7.0,5.0,13.0,14.8,No,No
2011-09-09,1,11.5,15.6,0.0,2.6,5.1,SE,E,11.0,20.0,64.0,62.0,1040.9,1038.2,7.0,4.0,13.9,14.5,No,No
2011-09-24,1,6.0,22.0,0.0,2.2,9.8,SSW,NNW,6.0,7.0,79.0,42.0,1022.0,1016.8,1.0,6.0,11.8,20.2,No,No
2011-09-30,1,11.4,16.8,0.2,3.6,10.9,E,ESE,19.0,24.0,62.0,64.0,1021.2,1018.7,5.0,1.0,14.8,15.8,No,No
2011-10-02,1,12.3,18.0,0.2,4.6,0.0,W,SW,6.0,2.0,83.0,81.0,1009.7,1007.9,8.0,8.0,15.0,17.0,No,Yes
2011-10-27,1,14.9,17.8,0.4,1.6,7.1,SW,SW,15.0,17.0,87.0,94.0,1010.7,1012.2,7.0,6.0,16.3,15.6,No,No
2011-11-24,1,16.9,34.9,0.0,10.2,11.1,NNE,NE,35.0,30.0,20.0,38.0,1015.6,1011.9,2.0,6.0,29.6,29.4,No,No
2011-12-02,1,16.2,22.1,0.0,8.0,12.8,E,ESE,30.0,28.0,53.0,64.0,1022.9,1020.3,4.0,2.0,19.2,20.5,No,No
2011-12-05,1,18.4,22.0,2.6,6.0,6.5,ENE,ESE,11.0,31.0,82.0,83.0,1011.1,1010.3,7.0,4.0,21.0,20.8,Yes,No
2011-12-09,1,15.9,21.2,0.2,1.4,4.0,SSE,SE,13.0,15.0,63.0,62.0,1012.5,1012.6,8.0,7.0,18.0,18.9,No,No
2011-12-10,1,12.2,21.5,0.0,4.6,11.7,SE,SE,9.0,19.0,60.0,64.0,1017.1,1016.0,6.0,2.0,19.8,19.4,No,No
2011-12-17,1,12.5,22.1,0.2,3.6,5.7,NNW,ESE,13.0,9.0,71.0,69.0,1011.1,1009.5,7.0,4.0,18.7,21.6,No,No
2011-12-19,1,14.3,20.0,4.4,6.8,10.2,WSW,SW,19.0,19.0,65.0,68.0,1013.5,1013.0,5.0,2.0,19.3,19.1,Yes,No
2011-12-22,1,16.3,25.5,0.0,6.8,7.2,SSW,SSW,4.0,19.0,68.0,83.0,1013.5,1012.7,4.0,8.0,22.8,20.8,No,No
2012-01-13,1,18.9,24.4,0.0,,,E,ESE,28.0,37.0,78.0,72.0,,1016.9,7.0,3.0,21.9,22.8,No,No
2012-01-16,1,18.3,20.1,0.8,7.2,5.6,SW,SW,20.0,13.0,63.0,70.0,1011.7,1012.8,6.0,8.0,19.0,17.6,No,No
2012-01-17,1,11.4,22.9,0.0,6.4,12.1,WSW,SSE,4.0,13.0,59.0,47.0,1018.4,1017.2,6.0,1.0,19.6,21.9,No,No
2012-01-20,1,19.8,27.2,0.0,7.8,10.2,ESE,SE,15.0,20.0,81.0,77.0,1014.4,1011.0,7.0,4.0,22.5,25.0,No,No
2012-01-21,1,19.3,31.4,0.0,8.2,11.3,NNE,ESE,7.0,20.0,84.0,92.0,1007.1,1004.4,2.0,4.0,27.0,23.5,No,No
